NO.,DATA SOURCE,DATABASE TABLE NAME/ FOLDER NAME / FILE NAME ,TABLE NAME,TABLE DESCRIPTION/SUB FOLDER NAME ,FIELD NAME/DATA ATTRIBUTE(S),FIELD DESCRIPTION,ATTACHMENT /REFERENCE (IF ANY) ,MASTER DATA TYPE,SCREEN NAME,PRIMARY KEY ,FOREIGN KEY , IDENTIFIER ,MANDATORY,DATA TYPE,DATA LENGTH,DATA DOMAIN ,DATA GROUP ,DATA ENTITY,DATA ELEMENT,CRITICAL DATA ELEMENT (CDE),DATA CLASSIFICATION,RETENTION PERIOD,PERSONAL DATA,DATA OWNER,EXECUTIVE DATA STEWARD,BUSINESS DATA STEWARD ,DATA ANALYST, COMMENT/NOTE,LAST UPDATED DATE,LAST UPDATED BY
58,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_CHECK_PT_REL_ASSET_KEY_N,Related Asset Key,MI_MEAS_LOC,Master Data ,Related Asset Key,N,N,No,No,float,8,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
59,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_CHECK_PT_REQU_EQUI_SHUT_FLG,Requires Equipment Shutdown,MI_MEAS_LOC,Master Data ,Requires Equipment Shutdown,N,N,No,No,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
60,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_CHECK_PT_ROUT_KEY_N,Route Key,MI_MEAS_LOC,Master Data ,Route Key,N,N,No,No,float,8,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
61,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_CHECK_PT_TEMP_GROU_KEY_N,Template Group Key,MI_MEAS_LOC,Master Data ,Template Group Key,N,N,No,No,float,8,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
62,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_CHECK_PT_TYPE_C,Check Point Type,MI_MEAS_LOC,Master Data ,Check Point Type,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
63,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ASSET_DESCR_C,Asset Description,MI_MEAS_LOC,Master Data ,Asset Description,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
64,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_BT_MEAS_TYPE_C,Bluetooth Measurement Type,MI_MEAS_LOC,Master Data ,Bluetooth Measurement Type,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
65,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_DESC_C,Description,MI_MEAS_LOC,Master Data ,Description,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,Basic Data,Description,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
66,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_01_CD_C,Enterprise 1 Code,MI_MEAS_LOC,Master Data ,Enterprise 1 Code,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
67,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_01_DESC_C,Enterprise 1 Description,MI_MEAS_LOC,Master Data ,Enterprise 1 Description,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
68,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_02_CD_C,Enterprise 2 Code,MI_MEAS_LOC,Master Data ,Enterprise 2 Code,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
69,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_02_DESC_C,Enterprise 2 Description,MI_MEAS_LOC,Master Data ,Enterprise 2 Description,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
70,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_03_CD_C,Enterprise 3 Code,MI_MEAS_LOC,Master Data ,Enterprise 3 Code,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
71,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_03_DESC_C,Enterprise 3 Description,MI_MEAS_LOC,Master Data ,Enterprise 3 Description,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
72,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_04_CD_C,Enterprise 4 Code,MI_MEAS_LOC,Master Data ,Enterprise 4 Code,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
73,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_04_DESC_C,Enterprise 4 Description,MI_MEAS_LOC,Master Data ,Enterprise 4 Description,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
74,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_05_CD_C,Enterprise 5 Code,MI_MEAS_LOC,Master Data ,Enterprise 5 Code,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
75,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_05_DESC_C,Enterprise 5 Description,MI_MEAS_LOC,Master Data ,Enterprise 5 Description,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
76,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_06_CD_C,Enterprise 6 Code,MI_MEAS_LOC,Master Data ,Enterprise 6 Code,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
77,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_06_DESC_C,Enterprise 6 Description,MI_MEAS_LOC,Master Data ,Enterprise 6 Description,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
78,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_07_CD_C,Enterprise 7 Code,MI_MEAS_LOC,Master Data ,Enterprise 7 Code,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
79,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_07_DESC_C,Enterprise 7 Description,MI_MEAS_LOC,Master Data ,Enterprise 7 Description,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
80,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_08_CD_C,Enterprise 8 Code,MI_MEAS_LOC,Master Data ,Enterprise 8 Code,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
81,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ERP_08_DESC_C,Enterprise 8 Description,MI_MEAS_LOC,Master Data ,Enterprise 8 Description,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
82,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_LAST_DT_D,Last Date (Deprecated),MI_MEAS_LOC,Master Data ,Last Date (Deprecated),N,N,No,No,datetime,8,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
83,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_NEXT_DT_D,Next Date (Deprecated),MI_MEAS_LOC,Master Data ,Next Date (Deprecated),N,N,No,No,datetime,8,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
84,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_RELAT_ASSET_ID_C,Related Asset Id,MI_MEAS_LOC,Master Data ,Related Asset Id,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
85,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_SCHEDULE_C,Schedule (Deprecated),MI_MEAS_LOC,Master Data ,Schedule (Deprecated),N,N,No,No,nvarchar,2000,Physical Asset Management,Maintenance Management,Schedule,P2P Duration,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
86,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_SEQ_N,Sequence (Deprecated),MI_MEAS_LOC,Master Data ,Sequence (Deprecated),N,N,No,No,float,8,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
87,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_STAT_C,Status,MI_MEAS_LOC,Master Data ,Status,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
88,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_TEMPL_C,Template,MI_MEAS_LOC,Master Data ,Template,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
89,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_UOM_C,Unit of Measure,MI_MEAS_LOC,Master Data ,Unit of Measure,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,BOM,Unit of Measure,Yes,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
90,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,SC_CHECK_PT_EQUIP_TECH_NBR_C,Equipment Technical Number,MI_MEAS_LOC,Master Data ,Equipment Technical Number,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
91,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,CC_MEAS_LOC_FIEL_TECH_NAME_CHR,Field Technician name,MI_MEAS_LOC,Master Data ,Field Technician name,N,N,No,No,nvarchar,256,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
92,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,CC_MEAS_LOC_JUST_FOR_DEAC_T,Justification for Deactivation,MI_MEAS_LOC,Master Data ,Justification for Deactivation,N,N,No,No,nvarchar,MAX,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
93,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ALLO_VALU_TEMP_CHR,Allowable Values Temp,MI_MEAS_LOC,Master Data ,Allowable Values Temp,N,N,No,No,nvarchar,255,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
94,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_ALLOW_VAL_C,Allowable Values,MI_MEAS_LOC,Master Data ,Allowable Values,N,N,No,No,nvarchar,MAX,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
95,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_CATE_TEMP_CHR,Category Temp,MI_MEAS_LOC,Master Data ,Category Temp,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
96,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_CATEG_C,Category,MI_MEAS_LOC,Master Data ,Category,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
97,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_DWLD_STRD_DOC_L,Download Stored Document,MI_MEAS_LOC,Master Data ,Download Stored Document,N,N,No,No,nvarchar,1,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
98,MI_V4030005 - RDC,dbo.MIV_MI_MEAS_LOC,Measurement Location,Measurement Location refers to a specific point or position within an asset or equipment where measurements or sensor data are collected. It represents a physical or virtual location where various parameters or variables related to the asset's performance or condition are monitored and recorded.,MI_MEAS_LOC_LO_LVL1_ACT_C,Lower Level 1 Action,MI_MEAS_LOC,Master Data ,Lower Level 1 Action,N,N,No,No,nvarchar,50,Physical Asset Management,Maintenance Management,N/A,N/A,No,Internal,7 Years,Not Available,Kamal Bahrin B Ahmad,Azureen Azita Bt Abdullah,M Sharuddin B M Nasir,"Nor Aesha
A Shafeeq A Shahar",,18/7/2023,Wan M Hafiz Wan Rosdi
