DATA ELEMENT,ENTY_KEY,FMLY_KEY,ENTY_ID,ENTY_CAPTION_TX,LAST_UPDT_DT,LAST_UPBY_SEUS_KEY,LOCK_SEQ_NBR,ENTY_SEC_DFLT_PRIV_CD,ENTY_SYS_FLG,CONTENT_GUID,ENTY_ROWVERSION,CRT_DT,CRTBY_SEUS_KEY,MI_SITE_KEY,ENRL_KEY,PRED_ENTY_KEY,SUCC_ENTY_KEY,RLDF_KEY,FMLY_TYPE_CD,FMLY_ID,FMLY_DB_VIEW_NM,FMLY_PHYS_TBL_NM,CUST_PROJ_KEY,CUST_CDIT_KEY,FMLY_CUST_CLS_NM,FMLY_DESC_TX,FMLY_CAPTION_TX,FMLY_ID_TEMPL_TX,FMLY_PHYS_LOC_TX,FMLY_PHYS_LOC_PARMS_TX,FMLY_ICON_BIN,PAR_FMLY_KEY,FMLY_SYS_FLG,FMLY_STAT_IND,EXPL_CTIT_KEY,FMLY_STATES_ENABLED_FLG,FMLY_REDIRECT_URL_TX,FMLY_REDIRECT_FLG,QERY_CTIT_KEY,FMLY_ADTBLE_FLG,FMLY_RULE_LOCK_FLG,SITE_PRED_REL_FMLY_KEY,FMLY_TEXT_SEARCH_BOOST_NBR,FMLY_TEXT_SEARCH_EXCLD_FLG,FMLY_EXE_MODE_IND,FMLY_SITE_FILTERED_FLG,FMSM_KEY,SMSM_KEY,FMSM_HIDDEN_FLG,FMSM_STAT_IND,SMST_KEY,SMST_ID,SMST_CAPTION_TX,SMST_ROLE_DESC_TX,SMST_RESERVED_FLG,SMST_INITIAL_STATE_FLG,SMST_ICON_BIN,SMST_STAT_IND,SMST_REQ_USER_FLG,SMSA_KEY,SEUS_KEY
Maintenance Cost,0.0,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0333,0.0833,0.0333,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Present Value (NPV)/ Present Value,0.7372,0.0,0.7103,0.5678,0.0968,0.0753,0.1429,0.0652,0.1429,0.0267,0.4286,0.0356,0.0451,0.3125,0.0333,0.6133,0.5372,0.1429,0.0371,0.0455,0.0444,0.0252,0.5267,0.1429,0.0333,0.0,0.0388,0.3125,0.0,0.0,0.0,0.0,0.0236,0.0666,0.7333,0.0,0.0333,0.0342,0.4286,0.0372,0.0,0.0666,0.0333,0.0372,0.0444,0.0,0.0367,0.0395,0.0267,0.0,0.0274,0.0267,0.0333,0.0667,0.0265,0.0297,0.0455,0.0372,0.0,0.1429,0.0667
Payment Period,0.4286,0.0,0.0,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0478,0.0,0.0,0.0333,0.0,0.0667,0.1429,0.0444,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0444,0.0333,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0
Internal Rate of Return,0.4286,0.0,0.0303,0.1737,0.0,0.0,0.0,0.0,0.0333,0.0,0.0303,0.0,0.0,0.0382,0.0,0.4235,0.0444,0.0476,0.0,0.0,0.0,0.0387,0.0333,0.0,0.0,0.0,0.0,0.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0387,0.0,0.0,0.0357,0.0,0.0,0.0,0.0,0.0244,0.0385,0.0,0.0,0.0,0.0,0.0267,0.0,0.0,0.0,0.0,0.0,0.0,0.0252,0.0
Maintenance Interval,0.0444,0.0,0.0,0.1429,0.0,0.0,0.0388,0.0,0.0444,0.0,0.0714,0.0,0.0,0.1429,0.0,0.0647,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0714,0.0686,0.0,0.0,0.0333,0.0308,0.0333,0.0369,0.0,0.0444,0.1429,0.0,0.0,0.0,0.0,0.1429,0.0,0.024,0.0333
Approval Date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Start & Finish Date,0.1429,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0444,0.2778,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2P Duration,0.1429,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,0.0369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schedule variance,0.0333,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0231,0.0,0.0,0.0,0.0,0.0,0.0223,0.0,0.0,0.0,0.0,0.0267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schedule variance,0.1429,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,0.0,0.0,0.0,0.0,0.0367,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223,0.0,0.0,0.0,0.0,0.0,0.0223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Final Assessment Score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cost,0.1429,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cost variance,0.3125,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0385,0.0753,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No. of leak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No. of rework,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICAF,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Impairment frequency,0.1429,0.0,0.0,0.1429,0.0,0.0,0.0333,0.0333,0.0,0.0,0.0333,0.0,0.0,0.1429,0.0333,0.0,0.0333,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0333,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.1429,0.1429,0.0,0.0333,0.0,0.0222,0.0,0.0,0.0333,0.0247,0.0333,0.0,0.0,0.0388,0.0753,0.0385,0.0357,0.0333,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.0
Impulse,0.1429,0.0,0.1337,0.0753,0.0,0.0,0.0,0.0,0.0,0.0,0.0336,0.0,0.0,0.0,0.0,0.0222,0.0258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Overpressure,0.4286,0.0,0.1429,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0333,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0
Thermal radiation,0.4286,0.0,0.1429,0.5125,0.0,0.0,0.0607,0.0,0.0666,0.0,0.0286,0.0286,0.0,0.0243,0.0,0.0372,0.0753,0.0286,0.0,0.0,0.0,0.0333,0.0333,0.0,0.0333,0.0,0.0333,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0441,0.0,0.0333,0.0,0.0455,0.0,0.0,0.0,0.0372,0.0,0.0,0.0,0.0272,0.0372,0.0206,0.0,0.0333,0.0,0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,0.0
Lower flammability limit,0.3125,0.0,0.0457,0.0333,0.0,0.0,0.0,0.0667,0.0263,0.0,0.0278,0.0,0.0,0.0,0.0,0.0487,0.0231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.1545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.0395,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0479,0.0
Toxic concentration (ERPG3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pool radius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toxic concentration (IDLH),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distance,0.0753,0.0,0.0,0.3143,0.0,0.0,0.0333,0.0,0.0,0.0,0.0385,0.0,0.0,0.0,0.0,0.0385,0.0286,0.0372,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0357,0.0277,0.1714,0.1429,0.0,0.0,0.0,0.0,0.0666,0.0,0.0333,0.0,0.0444,0.0,0.0,0.0666,0.0333,0.0,0.0,0.0,0.0333,0.0209,0.0,0.0367,0.0444,0.0,0.0277,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,0.0
Flowrate,0.0369,0.0,0.0576,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pressure,0.0841,0.0,0.0387,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.0,0.0,0.0333,0.0,0.0269,0.0752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0299,0.0,0.0,0.0,0.0333,0.0455,0.0,0.0,0.0,0.0,0.1784,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pipe size,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pressure,0.0648,0.0,0.0668,0.1717,0.0,0.0,0.0,0.0,0.0,0.0,0.0753,0.0,0.0,0.0372,0.0,0.0372,0.0385,0.0441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,0.0,0.0,0.0372,0.0481,0.1429,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantity/volume,0.1429,0.0,0.1429,0.0,0.0,0.0,0.1429,0.0,0.0,0.1429,0.0333,0.0,0.0,0.0333,0.0363,0.0666,0.0455,0.0,0.0,0.0,0.0,0.0365,0.0,0.0,0.0,0.0,0.0333,0.0333,0.0,0.0,0.1429,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.1429,0.0,0.0,0.1429,0.0455,0.0,0.0,0.0,0.0,0.0367,0.0333,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0333
Gas Group/ Apparatus sub-group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Temp Class,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R1,0.0,0.0,0.0,0.5678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R2,0.0,0.0,0.0,0.5678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade of Release,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
