DATA ELEMENT,ENTY_KEY,FMLY_KEY,ENTY_ID,ENTY_CAPTION_TX,LAST_UPDT_DT
Capacity,0.3,0.25,0.3,0.6,0.25
Fuel:,0.1,0.3,0.1,0.0769,0.3
Ignition Method:,0.4167,0.2667,0.5455,0.4286,0.2667
"Flame Detection, Type:",0.4,0.5333,0.5,0.7143,0.4375
"Flame Detection, Number",0.2941,0.4118,0.375,0.4706,0.4118
Casing Temperature,0.3333,0.2941,0.3333,0.5333,0.4667
Ambient Temperature ,0.3846,0.3333,0.3846,0.5,0.4286
Lining Thickness ,0.5,0.3333,0.3846,0.4,0.3333
Hot Face Temperature ,0.1875,0.3125,0.1875,0.4667,0.4
Wall Construction ,0.2667,0.2353,0.2667,0.4667,0.4
Anchor,0.0833,0.0714,0.0833,0.3333,0.0714
Casing Material,0.3571,0.4,0.3571,0.4667,0.4
Fluid Name,0.3077,0.5833,0.4167,0.3333,0.4615
ATEX Category,0.3077,0.2667,0.3077,0.5385,0.2667
ATEX Explosive atmosphere,0.2353,0.3529,0.2353,0.4118,0.4375
ATEX Group,0.2143,0.1875,0.2143,0.4286,0.4615
Calibration Range,0.3571,0.3125,0.3571,0.5714,0.3125
Explosion Protection Concept,0.3571,0.2353,0.3571,0.5714,0.4
Explosion Protection Examination Certificate Number,0.2632,0.3684,0.2632,0.5,0.4444
Explosion Protection Gas Group,0.2941,0.2632,0.2941,0.5625,0.5
Explosion Protection Material Group,0.2778,0.3158,0.2778,0.5294,0.4706
Explosion Protection Notified Body,0.3529,0.3158,0.4375,0.5294,0.3889
Explosion Protection Temperature Class,0.2941,0.3333,0.2941,0.5625,0.5
Explosion Protection Zone,0.3333,0.2222,0.3333,0.5333,0.375
Ingress Protection,0.3846,0.1765,0.3846,0.6154,0.3333
Lower Limit Design Pressure,0.2941,0.2632,0.375,0.3889,0.5
Lower Limit Design Temperature,0.2778,0.3158,0.3529,0.4444,0.5625
Lower Limit Operating Pressure,0.2941,0.3333,0.2941,0.4706,0.5
Lower Limit Operating Temperature,0.3125,0.3529,0.3125,0.5,0.4375
Upper Limit Design Pressure,0.3333,0.2941,0.4286,0.3529,0.5714
Upper Limit Design Temperature,0.3125,0.3529,0.4,0.4118,0.6429
Upper Limit Operating Pressure,0.3125,0.3529,0.3125,0.5,0.5333
Upper Limit Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Nominal Current,0.3571,0.4,0.3571,0.5714,0.4
Normal Operating Power Consumption,0.2778,0.3158,0.2778,0.5294,0.4706
Normal Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Operating Voltage,0.3571,0.3125,0.3571,0.5714,0.4
Rated Current,0.3333,0.2,0.4545,0.4615,0.5
Rated Power Consumption,0.2941,0.2632,0.375,0.5625,0.5
Rated Voltage,0.2143,0.2667,0.3077,0.3333,0.4615
ATEX Category,0.3077,0.2667,0.3077,0.5385,0.2667
ATEX Explosive atmosphere,0.2353,0.3529,0.2353,0.4118,0.4375
ATEX Group,0.2143,0.1875,0.2143,0.4286,0.4615
Explosion Protection Concept,0.3571,0.2353,0.3571,0.5714,0.4
Explosion Protection Examination Certificate Number,0.2632,0.3684,0.2632,0.5,0.4444
Explosion Protection Gas Group,0.2941,0.2632,0.2941,0.5625,0.5
Explosion Protection Material Group,0.2778,0.3158,0.2778,0.5294,0.4706
Explosion Protection Notified Body,0.3529,0.3158,0.4375,0.5294,0.3889
Explosion Protection Temperature Class,0.2941,0.3333,0.2941,0.5625,0.5
Explosion Protection Zone,0.3333,0.2222,0.3333,0.5333,0.375
Ingress Protection,0.3846,0.1765,0.3846,0.6154,0.3333
Rated Short Circuit Current,0.3333,0.2222,0.4286,0.5333,0.4667
Insulation Type,0.4615,0.4,0.4615,0.6923,0.6154
Normal Operating Temperature,0.3333,0.375,0.3333,0.5333,0.4667
Fluid Name,0.3077,0.5833,0.4167,0.3333,0.4615
Material,0.2727,0.4545,0.2727,0.3077,0.3333
Equipment Specification,0.3125,0.3529,0.3125,0.6,0.4375
Design Code & Standard,0.3571,0.2353,0.4615,0.5714,0.4
ASME Code Stamp,0.2143,0.2667,0.3077,0.5385,0.5833
PED Compliant,0.3571,0.4,0.4615,0.6923,0.5
Jurisdiction,0.2143,0.0556,0.3077,0.3333,0.2667
Design Life ,0.3333,0.3846,0.4545,0.2667,0.3846
Operating Volume,0.3125,0.3529,0.3125,0.5,0.4375
Internal Diameter,0.4167,0.4615,0.5455,0.4286,0.4615
Length (Tan/Tan),0.3636,0.3077,0.3636,0.3846,0.4167
Operating Fluid,0.3125,0.3529,0.4,0.5,0.5333
Design Specific Gravity,0.375,0.3333,0.4667,0.5625,0.4118
Pressure Drop (Allowable / Calculated),0.1667,0.2105,0.2353,0.4118,0.6429
Lethal Service (Yes / No),0.4,0.3529,0.4,0.6,0.3529
Special Service,0.2143,0.3571,0.2143,0.4286,0.4615
Fabricated Weight,0.25,0.2941,0.3333,0.3529,0.2941
Empty Weight ,0.4167,0.3571,0.4167,0.4286,0.2667
Operating Weight,0.3571,0.2353,0.3571,0.5714,0.3125
Hydrostatic Test Weight ,0.3125,0.2778,0.4,0.5,0.3529
Internals Weight,0.3571,0.3125,0.3571,0.375,0.4
Vessel Orientation,0.3846,0.3333,0.3846,0.5,0.4286
Head Type ,0.3636,0.3077,0.5,0.5,0.5455
Design Corrosion Allowance (Internal / External),0.2941,0.2632,0.375,0.4706,0.4118
Corrosion Allowance for Internals (Welded / Removable),0.2632,0.3684,0.3333,0.4211,0.3684
Joint Efficiency (Shell / Head),0.375,0.4118,0.4667,0.5625,0.4118
Shell Thickness (Min. Required / Nominal),0.3333,0.3684,0.3333,0.4211,0.4444
Head Thickness (Min. Required / Min. / Nominal),0.3333,0.3684,0.3333,0.4211,0.4444
Shell ,0.2,0.2727,0.2,0.1538,0.4
Head,0.1,0.1818,0.2222,0.1667,0.3
Cladding,0.1667,0.2308,0.2727,0.3077,0.2308
Weld Overlay,0.2143,0.3571,0.3077,0.3333,0.3571
Stiffening Rings ,0.4545,0.2857,0.4545,0.3571,0.2857
Nozzle Neck (Pipe / Plate / Forging),0.375,0.4118,0.2941,0.5625,0.3333
Nozzle / Blind Flanges,0.25,0.375,0.3333,0.3529,0.375
Pad for Nozzle Reinforcement,0.2941,0.4118,0.375,0.5625,0.4118
Girth Flanges ,0.3571,0.4,0.3571,0.375,0.4
Fitting (Internal / External),0.3846,0.4286,0.3846,0.4,0.3333
Boot Material,0.3077,0.4615,0.3077,0.4286,0.3571
Fixed Internals (Pipe / Plate / Forging),0.2941,0.3333,0.375,0.4706,0.5
Removable Internals (Pipe / Plate / Forging),0.2778,0.3889,0.2778,0.4444,0.3889
Gasket (Internal / External),0.4615,0.4,0.3571,0.375,0.4
Bolting (Internal / External),0.3571,0.3125,0.3571,0.4667,0.3125
Vessel Support ,0.2143,0.1875,0.2143,0.3333,0.5833
External Welded attachments ,0.2353,0.2778,0.3125,0.3333,0.4375
Pad for External Welded attachments ,0.2,0.3,0.2632,0.4211,0.4444
Ladder and Platform ,0.2667,0.4,0.3571,0.4667,0.5
Anchor Bolts or Hold Down Bolts ,0.1765,0.1579,0.25,0.3529,0.375
Earthing Lugs ,0.3571,0.3125,0.3571,0.375,0.5
Nameplate / Bracket ,0.3571,0.4,0.2667,0.4667,0.4
Lifting and Tailing Lug,0.3077,0.3571,0.4167,0.3333,0.4615
Vessel Support Type,0.2857,0.25,0.2857,0.4,0.5385
Support to Foundation Attachment (Anchored / Welded),0.25,0.35,0.3158,0.4737,0.5
Fireproofing,0.25,0.2143,0.25,0.3846,0.1333
Surface Preparation,0.3333,0.2941,0.3333,0.6429,0.4667
External Painting,0.3846,0.3333,0.3846,0.5,0.4286
Internal Coating ,0.3846,0.3333,0.3846,0.6154,0.3333
Insulation,0.25,0.2143,0.25,0.3846,0.4167
Jurisdiction Registration Number ,0.2778,0.25,0.3529,0.4444,0.3889
Post Weld Heat Treatment,0.2353,0.2778,0.3125,0.4118,0.5333
Hydrostatic Test Pressure (Shop / Field),0.2778,0.3889,0.3529,0.5294,0.5625
Pneumatic Test ,0.3846,0.3333,0.3846,0.6154,0.5385
Maximum Allowable Pressure – New and Cold (MAP),0.2,0.3,0.2632,0.4211,0.4444
Maximum Allowable Working Pressure (MAWP),0.2632,0.3684,0.2,0.35,0.3684
Design Pressure (Internal / External),0.3125,0.2778,0.4,0.4118,0.6429
Operating Pressure (Minimum / Normal / Maximum),0.2941,0.3333,0.2941,0.4706,0.5
Maximum Design Temperature (Internal / External),0.2941,0.3333,0.375,0.3889,0.6
Operating Temperature (Minimum / Normal / Maximum),0.3125,0.3529,0.3125,0.5,0.4375
Minimum Design Metal Temperature (MDMT),0.3125,0.3529,0.4,0.4118,0.6429
Maximum Allowable Deflection Due to Wind at The Top of Vertical Vessel,0.2174,0.3043,0.2727,0.4091,0.4286
Wind Load,0.25,0.3077,0.3636,0.3846,0.3077
Wind Speed,0.3636,0.2143,0.5,0.3846,0.4167
Seismic Load ,0.2143,0.4615,0.3077,0.4286,0.4615
Snow Load ,0.1538,0.2143,0.25,0.2857,0.4167
Blast Load ,0.1538,0.2143,0.25,0.2857,0.5455
Transportation Load ,0.2857,0.25,0.3846,0.5,0.5385
Inspection Authority,0.4,0.2778,0.4,0.7143,0.4375
Material Certification,0.3571,0.5,0.3571,0.5714,0.3125
Impact Test,0.3333,0.3846,0.3333,0.5833,0.5
Extent of Positive Material Identification (PMI) ,0.2632,0.3684,0.3333,0.5,0.4444
Qualification of Non-Destructive Examination Operators ,0.2381,0.3333,0.3,0.45,0.4737
Extent of Volumetric Examination for Welds ,0.25,0.35,0.3158,0.4,0.4211
Extent of Magnetic Particle or Liquid Penetrant Examination ,0.25,0.35,0.3158,0.4737,0.4211
Acceptance Criteria for Ultrasonic Examination of Material,0.2778,0.3889,0.2778,0.5294,0.4706
Duration of Hydrotest,0.4,0.3529,0.5,0.5,0.4375
Transverse Shear & Moment at Support Base (Wind) ,0.2632,0.2381,0.3333,0.4211,0.4444
Longitudinal Shear & Moment at Support Base (Wind) ,0.25,0.2857,0.3158,0.4,0.5
Transverse Shear & Moment at Support Base (Seismic) ,0.2778,0.25,0.2778,0.5294,0.3889
Longitudinal Shear & Moment at Support Base (Seismic) ,0.25,0.2857,0.3158,0.4737,0.5
Nozzle Schedule (Mark / Size / Flange Rating / Flange Type / Flange Facing),0.3333,0.4286,0.3333,0.4762,0.4286
Equipment Specification,0.3125,0.3529,0.3125,0.6,0.4375
Design Code & Standard,0.3571,0.2353,0.4615,0.5714,0.4
ASME Code Stamp,0.2143,0.2667,0.3077,0.5385,0.5833
PED Compliant,0.3571,0.4,0.4615,0.6923,0.5
Jurisdiction,0.2143,0.0556,0.3077,0.3333,0.2667
Design Life ,0.3333,0.3846,0.4545,0.2667,0.3846
Operating Volume,0.3125,0.3529,0.3125,0.5,0.4375
Internal Diameter,0.4167,0.4615,0.5455,0.4286,0.4615
Length (Tan/Tan),0.3636,0.3077,0.3636,0.3846,0.4167
Operating Fluid,0.3125,0.3529,0.4,0.5,0.5333
Design Specific Gravity,0.375,0.3333,0.4667,0.5625,0.4118
Pressure Drop (Allowable / Calculated),0.1667,0.2105,0.2353,0.4118,0.6429
Internals Performance,0.3125,0.4375,0.3125,0.6,0.4375
Lethal Service (Yes / No),0.4,0.3529,0.4,0.6,0.3529
Special Service,0.2143,0.3571,0.2143,0.4286,0.4615
Fabricated Weight,0.25,0.2941,0.3333,0.3529,0.2941
Empty Weight ,0.4167,0.3571,0.4167,0.4286,0.2667
Operating Weight,0.3571,0.2353,0.3571,0.5714,0.3125
Hydrostatic Test Weight ,0.3125,0.2778,0.4,0.5,0.3529
Internals Weight,0.3571,0.3125,0.3571,0.375,0.4
Vessel Orientation,0.3846,0.3333,0.3846,0.5,0.4286
Head Type ,0.3636,0.3077,0.5,0.5,0.5455
Design Corrosion Allowance (Internal / External),0.2941,0.2632,0.375,0.4706,0.4118
Corrosion Allowance for Internals (Welded / Removable),0.2632,0.3684,0.3333,0.4211,0.3684
Joint Efficiency (Shell / Head),0.375,0.4118,0.4667,0.5625,0.4118
Shell Thickness (Min. Required / Nominal),0.3333,0.3684,0.3333,0.4211,0.4444
Head Thickness (Min. Required / Min. / Nominal),0.3333,0.3684,0.3333,0.4211,0.4444
Shell ,0.2,0.2727,0.2,0.1538,0.4
Head,0.1,0.1818,0.2222,0.1667,0.3
Cladding,0.1667,0.2308,0.2727,0.3077,0.2308
Weld Overlay,0.2143,0.3571,0.3077,0.3333,0.3571
Stiffening Rings ,0.4545,0.2857,0.4545,0.3571,0.2857
Nozzle Neck (Pipe / Plate / Forging),0.375,0.4118,0.2941,0.5625,0.3333
Nozzle / Blind Flanges,0.25,0.375,0.3333,0.3529,0.375
Pad for Nozzle Reinforcement,0.2941,0.4118,0.375,0.5625,0.4118
Girth Flanges ,0.3571,0.4,0.3571,0.375,0.4
Fitting (Internal / External),0.3846,0.4286,0.3846,0.4,0.3333
Boot Material,0.3077,0.4615,0.3077,0.4286,0.3571
Fixed Internals (Pipe / Plate / Forging),0.2941,0.3333,0.375,0.4706,0.5
Removable Internals (Pipe / Plate / Forging),0.2778,0.3889,0.2778,0.4444,0.3889
Gasket (Internal / External),0.4615,0.4,0.3571,0.375,0.4
Bolting (Internal / External),0.3571,0.3125,0.3571,0.4667,0.3125
Vessel Support ,0.2143,0.1875,0.2143,0.3333,0.5833
External Welded attachments ,0.2353,0.2778,0.3125,0.3333,0.4375
Pad for External Welded attachments ,0.2,0.3,0.2632,0.4211,0.4444
Ladder and Platform ,0.2667,0.4,0.3571,0.4667,0.5
Anchor Bolts or Hold Down Bolts ,0.1765,0.1579,0.25,0.3529,0.375
Earthing Lugs ,0.3571,0.3125,0.3571,0.375,0.5
Nameplate / Bracket ,0.3571,0.4,0.2667,0.4667,0.4
Lifting and Tailing Lug,0.3077,0.3571,0.4167,0.3333,0.4615
Vessel Support Type,0.2857,0.25,0.2857,0.4,0.5385
Support To Foundation Attachment (Anchored / Welded),0.25,0.35,0.3158,0.4737,0.5
Fireproofing,0.25,0.2143,0.25,0.3846,0.1333
Surface Treatment,0.2857,0.3333,0.2857,0.4,0.4286
External Painting,0.3846,0.3333,0.3846,0.5,0.4286
Internal Coating ,0.3846,0.3333,0.3846,0.6154,0.3333
Insulation,0.25,0.2143,0.25,0.3846,0.4167
Jurisdiction Registration Number ,0.2778,0.25,0.3529,0.4444,0.3889
Post Weld Heat Treatment,0.2353,0.2778,0.3125,0.4118,0.5333
Hydrostatic Test Pressure (Shop / Field),0.2778,0.3889,0.3529,0.5294,0.5625
Pneumatic Test ,0.3846,0.3333,0.3846,0.6154,0.5385
Maximum Allowable Pressure – New and Cold (MAP),0.2,0.3,0.2632,0.4211,0.4444
Maximum Allowable Working Pressure (MAWP),0.2632,0.3684,0.2,0.35,0.3684
Design Pressure (Internal / External),0.3125,0.2778,0.4,0.4118,0.6429
Operating Pressure (Minimum / Normal / Maximum),0.2941,0.3333,0.2941,0.4706,0.5
Maximum Design Temperature (Internal / External),0.2941,0.3333,0.375,0.3889,0.6
Minimum Design Metal Temperature (MDMT),0.3125,0.3529,0.4,0.4118,0.6429
Operating Temperature (Minimum / Normal / Maximum),0.3125,0.3529,0.3125,0.5,0.4375
Maximum Allowable Deflection Due to Wind at The Top of Vertical Vessel,0.2174,0.3043,0.2727,0.4091,0.4286
Wind Load,0.25,0.3077,0.3636,0.3846,0.3077
Wind Speed,0.3636,0.2143,0.5,0.3846,0.4167
Seismic Load ,0.2143,0.4615,0.3077,0.4286,0.4615
Snow Load ,0.1538,0.2143,0.25,0.2857,0.4167
Blast Load ,0.1538,0.2143,0.25,0.2857,0.5455
Transportation Load ,0.2857,0.25,0.3846,0.5,0.5385
Inspection Authority,0.4,0.2778,0.4,0.7143,0.4375
Material Certification,0.3571,0.5,0.3571,0.5714,0.3125
Impact Test,0.3333,0.3846,0.3333,0.5833,0.5
Extent of Positive Material Identification (PMI) ,0.2632,0.3684,0.3333,0.5,0.4444
Qualification of Non-Destructive Examination Operators ,0.2381,0.3333,0.3,0.45,0.4737
Extent of Volumetric Examination for Welds ,0.25,0.35,0.3158,0.4,0.4211
Extent of Magnetic Particle or Liquid Penetrant Examination ,0.25,0.35,0.3158,0.4737,0.4211
Acceptance Criteria for Ultrasonic Examination of Material,0.2778,0.3889,0.2778,0.5294,0.4706
Duration of Hydrotest,0.4,0.3529,0.5,0.5,0.4375
Transverse Shear & Moment at Support Base (Wind) ,0.2632,0.2381,0.3333,0.4211,0.4444
Longitudinal Shear & Moment at Support Base (Wind) ,0.25,0.2857,0.3158,0.4,0.5
Transverse Shear & Moment at Support Base (Seismic) ,0.2778,0.25,0.2778,0.5294,0.3889
Longitudinal Shear & Moment at Support Base (Seismic) ,0.25,0.2857,0.3158,0.4737,0.5
Nozzle Schedule (Mark / Size / Flange Rating / Flange Type / Flange Facing),0.3333,0.4286,0.3333,0.4762,0.4286
Equipment Specification,0.3125,0.3529,0.3125,0.6,0.4375
Design Code & Standard,0.3571,0.2353,0.4615,0.5714,0.4
ASME Code Stamp,0.2143,0.2667,0.3077,0.5385,0.5833
PED Compliant,0.3571,0.4,0.4615,0.6923,0.5
Jurisdiction,0.2143,0.0556,0.3077,0.3333,0.2667
Design Life ,0.3333,0.3846,0.4545,0.2667,0.3846
Operating Volume,0.3125,0.3529,0.3125,0.5,0.4375
Internal Diameter,0.4167,0.4615,0.5455,0.4286,0.4615
Length (Tan/Tan),0.3636,0.3077,0.3636,0.3846,0.4167
Operating Fluid,0.3125,0.3529,0.4,0.5,0.5333
Design Specific Gravity,0.375,0.3333,0.4667,0.5625,0.4118
Pressure Drop (Allowable / Calculated),0.1667,0.2105,0.2353,0.4118,0.6429
Internals Performance,0.3125,0.4375,0.3125,0.6,0.4375
Lethal Service (Yes / No),0.4,0.3529,0.4,0.6,0.3529
Special Service,0.2143,0.3571,0.2143,0.4286,0.4615
Fabricated Weight,0.25,0.2941,0.3333,0.3529,0.2941
Empty Weight ,0.4167,0.3571,0.4167,0.4286,0.2667
Operating Weight,0.3571,0.2353,0.3571,0.5714,0.3125
Hydrostatic Test Weight ,0.3125,0.2778,0.4,0.5,0.3529
Internals Weight,0.3571,0.3125,0.3571,0.375,0.4
Vessel Orientation,0.3846,0.3333,0.3846,0.5,0.4286
Head Type ,0.3636,0.3077,0.5,0.5,0.5455
Design Corrosion Allowance (Internal / External),0.2941,0.2632,0.375,0.4706,0.4118
Corrosion Allowance for Internals (Welded / Removable),0.2632,0.3684,0.3333,0.4211,0.3684
Joint Efficiency (Shell / Head),0.375,0.4118,0.4667,0.5625,0.4118
Shell Thickness (Min. Required / Nominal),0.3333,0.3684,0.3333,0.4211,0.4444
Head Thickness (Min. Required / Min. / Nominal),0.3333,0.3684,0.3333,0.4211,0.4444
Davit for Material Handling (Yes / No),0.3333,0.4444,0.4118,0.4211,0.3684
Shell ,0.2,0.2727,0.2,0.1538,0.4
Head,0.1,0.1818,0.2222,0.1667,0.3
Cladding,0.1667,0.2308,0.2727,0.3077,0.2308
Weld Overlay,0.2143,0.3571,0.3077,0.3333,0.3571
Stiffening Rings ,0.4545,0.2857,0.4545,0.3571,0.2857
Nozzle Neck (Pipe / Plate / Forging),0.375,0.4118,0.2941,0.5625,0.3333
Nozzle / Blind Flanges,0.25,0.375,0.3333,0.3529,0.375
Pad for Nozzle Reinforcement,0.2941,0.4118,0.375,0.5625,0.4118
Girth Flanges ,0.3571,0.4,0.3571,0.375,0.4
Fitting (Internal / External),0.3846,0.4286,0.3846,0.4,0.3333
Fixed Internals (Pipe / Plate / Forging),0.2941,0.3333,0.375,0.4706,0.5
Removable Internals (Pipe / Plate / Forging),0.2778,0.3889,0.2778,0.4444,0.3889
Gasket (Internal / External),0.4615,0.4,0.3571,0.375,0.4
Bolting (Internal / External),0.3571,0.3125,0.3571,0.4667,0.3125
Vessel Support ,0.2143,0.1875,0.2143,0.3333,0.5833
External Welded attachments ,0.2353,0.2778,0.3125,0.3333,0.4375
Pad for External Welded attachments ,0.2,0.3,0.2632,0.4211,0.4444
Ladder and Platform ,0.2667,0.4,0.3571,0.4667,0.5
Anchor Bolts or Hold Down Bolts ,0.1765,0.1579,0.25,0.3529,0.375
Earthing Lugs ,0.3571,0.3125,0.3571,0.375,0.5
Nameplate / Bracket ,0.3571,0.4,0.2667,0.4667,0.4
Lifting and Tailing Lug,0.3077,0.3571,0.4167,0.3333,0.4615
Vessel Support Type,0.2857,0.25,0.2857,0.4,0.5385
Support To Foundation attachment (Anchored / Welded),0.25,0.35,0.3158,0.4737,0.5
Fireproofing,0.25,0.2143,0.25,0.3846,0.1333
Surface Treatment,0.2857,0.3333,0.2857,0.4,0.4286
External Painting,0.3846,0.3333,0.3846,0.5,0.4286
Internal Coating ,0.3846,0.3333,0.3846,0.6154,0.3333
Insulation,0.25,0.2143,0.25,0.3846,0.4167
Jurisdiction Registration Number ,0.2778,0.25,0.3529,0.4444,0.3889
Post Weld Heat Treatment,0.2353,0.2778,0.3125,0.4118,0.5333
Hydrostatic Test Pressure (Shop / Field),0.2778,0.3889,0.3529,0.5294,0.5625
Pneumatic Test ,0.3846,0.3333,0.3846,0.6154,0.5385
Maximum Allowable Pressure – New and Cold (MAP),0.2,0.3,0.2632,0.4211,0.4444
Maximum Allowable Working Pressure (MAWP),0.2632,0.3684,0.2,0.35,0.3684
Design Pressure (Internal / External),0.3125,0.2778,0.4,0.4118,0.6429
Operating Pressure (Top / Intermediate / Bottom),0.2941,0.2632,0.375,0.4706,0.5
Maximum Design Temperature (Internal / External),0.2941,0.3333,0.375,0.3889,0.6
Minimum Design Metal Temperature (MDMT),0.3125,0.3529,0.4,0.4118,0.6429
Operating Temperature (Top / Intermediate / Bottom),0.3125,0.2778,0.4,0.5,0.4375
Maximum Allowable Deflection Due to Wind at The Top of Vertical Vessel,0.2174,0.3043,0.2727,0.4091,0.4286
Wind Load,0.25,0.3077,0.3636,0.3846,0.3077
Wind Speed,0.3636,0.2143,0.5,0.3846,0.4167
Seismic Load ,0.2143,0.4615,0.3077,0.4286,0.4615
Snow Load ,0.1538,0.2143,0.25,0.2857,0.4167
Blast Load ,0.1538,0.2143,0.25,0.2857,0.5455
Transportation Load ,0.2857,0.25,0.3846,0.5,0.5385
Inspection Authority,0.4,0.2778,0.4,0.7143,0.4375
Material Certification,0.3571,0.5,0.3571,0.5714,0.3125
Impact Test,0.3333,0.3846,0.3333,0.5833,0.5
Extent of Positive Material Identification (PMI) ,0.2632,0.3684,0.3333,0.5,0.4444
Qualification of Non-Destructive Examination Operators ,0.2381,0.3333,0.3,0.45,0.4737
Extent of Volumetric Examination for Welds ,0.25,0.35,0.3158,0.4,0.4211
Extent of Magnetic Particle or Liquid Penetrant Examination ,0.25,0.35,0.3158,0.4737,0.4211
Acceptance Criteria for Ultrasonic Examination of Material,0.2778,0.3889,0.2778,0.5294,0.4706
Duration of Hydrotest,0.4,0.3529,0.5,0.5,0.4375
Transverse Shear & Moment at Support Base (Wind) ,0.2632,0.2381,0.3333,0.4211,0.4444
Longitudinal Shear & Moment at Support Base (Wind) ,0.25,0.2857,0.3158,0.4,0.5
Transverse Shear & Moment at Support Base (Seismic) ,0.2778,0.25,0.2778,0.5294,0.3889
Longitudinal Shear & Moment at Support Base (Seismic) ,0.25,0.2857,0.3158,0.4737,0.5
Nozzle Schedule (Mark / Size / Flange Rating / Flange Type / Flange Facing),0.3333,0.4286,0.3333,0.4762,0.4286
Equipment Specification,0.3125,0.3529,0.3125,0.6,0.4375
Design Code & Standard,0.3571,0.2353,0.4615,0.5714,0.4
ASME Code Stamp,0.2143,0.2667,0.3077,0.5385,0.5833
PED Compliant,0.3571,0.4,0.4615,0.6923,0.5
Jurisdiction,0.2143,0.0556,0.3077,0.3333,0.2667
Design Life ,0.3333,0.3846,0.4545,0.2667,0.3846
Operating Volume,0.3125,0.3529,0.3125,0.5,0.4375
Internal Diameter,0.4167,0.4615,0.5455,0.4286,0.4615
Length (Tan/Tan),0.3636,0.3077,0.3636,0.3846,0.4167
Operating Fluid,0.3125,0.3529,0.4,0.5,0.5333
Design Specific Gravity,0.375,0.3333,0.4667,0.5625,0.4118
Pressure Drop (Allowable / Calculated),0.1667,0.2105,0.2353,0.4118,0.6429
Internals Performance,0.3125,0.4375,0.3125,0.6,0.4375
Lethal Service (Yes / No),0.4,0.3529,0.4,0.6,0.3529
Special Service,0.2143,0.3571,0.2143,0.4286,0.4615
Fabricated Weight,0.25,0.2941,0.3333,0.3529,0.2941
Empty Weight ,0.4167,0.3571,0.4167,0.4286,0.2667
Operating Weight,0.3571,0.2353,0.3571,0.5714,0.3125
Hydrostatic Test Weight ,0.3125,0.2778,0.4,0.5,0.3529
Internals Weight,0.3571,0.3125,0.3571,0.375,0.4
Vessel Orientation,0.3846,0.3333,0.3846,0.5,0.4286
Head Type ,0.3636,0.3077,0.5,0.5,0.5455
Design Corrosion Allowance (Internal / External),0.2941,0.2632,0.375,0.4706,0.4118
Corrosion Allowance for Internals (Welded / Removable),0.2632,0.3684,0.3333,0.4211,0.3684
Joint Efficiency (Shell / Head),0.375,0.4118,0.4667,0.5625,0.4118
Shell Thickness (Min. Required / Nominal),0.3333,0.3684,0.3333,0.4211,0.4444
Head Thickness (Min. Required / Min. / Nominal),0.3333,0.3684,0.3333,0.4211,0.4444
Davit for Material Handling (Yes / No),0.3333,0.4444,0.4118,0.4211,0.3684
Shell ,0.2,0.2727,0.2,0.1538,0.4
Head,0.1,0.1818,0.2222,0.1667,0.3
Cladding,0.1667,0.2308,0.2727,0.3077,0.2308
Weld Overlay,0.2143,0.3571,0.3077,0.3333,0.3571
Stiffening Rings ,0.4545,0.2857,0.4545,0.3571,0.2857
Nozzle Neck (Pipe / Plate / Forging),0.375,0.4118,0.2941,0.5625,0.3333
Nozzle / Blind Flanges,0.25,0.375,0.3333,0.3529,0.375
Pad for Nozzle Reinforcement,0.2941,0.4118,0.375,0.5625,0.4118
Girth Flanges ,0.3571,0.4,0.3571,0.375,0.4
Fitting (Internal / External),0.3846,0.4286,0.3846,0.4,0.3333
Fixed Internals (Pipe / Plate / Forging),0.2941,0.3333,0.375,0.4706,0.5
Removable Internals (Pipe / Plate / Forging),0.2778,0.3889,0.2778,0.4444,0.3889
Gasket (Internal / External),0.4615,0.4,0.3571,0.375,0.4
Bolting (Internal / External),0.3571,0.3125,0.3571,0.4667,0.3125
Vessel Support ,0.2143,0.1875,0.2143,0.3333,0.5833
External Welded attachments ,0.2353,0.2778,0.3125,0.3333,0.4375
Pad for External Welded attachments ,0.2,0.3,0.2632,0.4211,0.4444
Ladder and Platform ,0.2667,0.4,0.3571,0.4667,0.5
Anchor Bolts or Hold Down Bolts ,0.1765,0.1579,0.25,0.3529,0.375
Earthing Lugs ,0.3571,0.3125,0.3571,0.375,0.5
Nameplate / Bracket ,0.3571,0.4,0.2667,0.4667,0.4
Lifting and Tailing Lug,0.3077,0.3571,0.4167,0.3333,0.4615
Vessel Support Type,0.2857,0.25,0.2857,0.4,0.5385
Support To Foundation attachment (Anchored / Welded),0.25,0.35,0.3158,0.4737,0.5
Fireproofing,0.25,0.2143,0.25,0.3846,0.1333
Surface Treatment,0.2857,0.3333,0.2857,0.4,0.4286
External Painting,0.3846,0.3333,0.3846,0.5,0.4286
Internal Coating ,0.3846,0.3333,0.3846,0.6154,0.3333
Insulation,0.25,0.2143,0.25,0.3846,0.4167
Jurisdiction Registration Number ,0.2778,0.25,0.3529,0.4444,0.3889
Post Weld Heat Treatment,0.2353,0.2778,0.3125,0.4118,0.5333
Hydrostatic Test Pressure (Shop / Field),0.2778,0.3889,0.3529,0.5294,0.5625
Pneumatic Test ,0.3846,0.3333,0.3846,0.6154,0.5385
