DATA ELEMENT,ENTY_KEY,FMLY_KEY,ENTY_ID,ENTY_CAPTION_TX,LAST_UPDT_DT
MCR Composition,0.2532,0.2365,0.3963,0.6134,0.1657
Refrigerant  Temperature,0.5555,0.3604,0.483,0.5234,0.5455
Refrigerant Pressure,0.4256,0.2899,0.3569,0.3723,0.4179
Make up flowrate,0.426,0.5685,0.2722,0.4423,0.6375
Propane Specification,0.4383,0.3722,0.5345,0.7722,0.4434
Tank design capacity,0.5934,0.4797,0.6634,0.8109,0.6574
Liquefaction Turndown rate,0.559,0.3482,0.6667,0.7825,0.6099
Unit design margin,0.4714,0.3303,0.6852,0.6472,0.4012
Facility Availability,0.4263,0.651,0.5866,0.6091,0.4508
C2 content,0.5521,0.0806,0.5401,0.7802,0.3614
C1 content,0.5521,0.0806,0.5401,0.7802,0.3614
C3 content,0.5521,0.0806,0.5401,0.7802,0.3614
C2 content,0.5521,0.0806,0.5401,0.7802,0.3614
C3 content,0.5521,0.0806,0.5401,0.7802,0.3614
C4 content,0.5521,0.0806,0.5401,0.7802,0.3614
Total olefins content,0.6026,0.3079,0.6316,0.8212,0.5424
Vapor pressure at 100F,0.2828,0.2752,0.2108,0.3807,0.5555
Corrosive compund,0.2025,0.1774,0.2831,0.4498,0.2652
Volatile sulphur content,0.5179,0.3257,0.5345,0.7078,0.5999
Hydrogen sulphide content,0.63,0.3219,0.6603,0.6996,0.5671
Moisture content,0.646,0.2321,0.6667,0.8026,0.488
C3 content,0.5521,0.0806,0.5401,0.7802,0.3614
C4 content,0.5521,0.0806,0.5401,0.7802,0.3614
C5 and heavier content,0.6025,0.3015,0.6255,0.7646,0.5916
Total olefins content,0.6026,0.3079,0.6316,0.8212,0.5424
Vapor pressure at 100F,0.2828,0.2752,0.2108,0.3807,0.5555
Corrosive compound,0.1798,0.1575,0.2513,0.4356,0.2354
Volatile sulphur content,0.5179,0.3257,0.5345,0.7078,0.5999
Hydrogen sulphide content,0.63,0.3219,0.6603,0.6996,0.5671
Moisture content,0.646,0.2321,0.6667,0.8026,0.488
Butane minus content,0.6124,0.2384,0.639,0.7913,0.5078
Reid Vapor Pressure (RVP),0.2415,0.2015,0.2315,0.2786,0.4066
List,0.3873,0.3015,0.5774,0.5213,0.4226
Roll,0.0,0.2462,0.0,0.0851,0.138
Maximum acceleration,0.382,0.5452,0.4271,0.5828,0.5002
Minimum ambient air temperature,0.5326,0.4976,0.5955,0.6237,0.5056
Maximum ambient air temperature,0.4845,0.503,0.5116,0.5652,0.5639
Normal ambient air temperature,0.5229,0.4749,0.5197,0.6334,0.6086
Minimum air humidity,0.3581,0.5017,0.6005,0.4916,0.2578
Maximum air humidity,0.3046,0.5335,0.5108,0.4304,0.3489
Maximum rainfall,0.1391,0.5957,0.2592,0.3371,0.3643
Solar radiation temperature,0.4804,0.4114,0.5371,0.6466,0.7128
Liquid Effluent pH,0.4557,0.473,0.5661,0.4907,0.4972
Liquid Effluent Chemical Oxygen Demand (COD),0.5088,0.5645,0.5973,0.5753,0.5996
Liquid Effluent Oil and Grease (O&G),0.4767,0.5196,0.5685,0.539,0.6034
Normal pressure,0.2635,0.3077,0.1768,0.2979,0.414
Design pressure,0.3904,0.2279,0.3819,0.3152,0.4472
Normal temperature,0.4801,0.4077,0.3904,0.5287,0.6
Design temperature,0.6293,0.3674,0.603,0.5808,0.6768
Condensate temperature,0.6384,0.3313,0.5551,0.6588,0.7198
Normal pressure,0.2635,0.3077,0.1768,0.2979,0.414
Design pressure,0.3904,0.2279,0.3819,0.3152,0.4472
Normal temperature,0.4801,0.4077,0.3904,0.5287,0.6
Design temperature,0.6293,0.3674,0.603,0.5808,0.6768
Condensate temperature,0.6384,0.3313,0.5551,0.6588,0.7198
Normal pressure,0.2635,0.3077,0.1768,0.2979,0.414
Design pressure,0.3904,0.2279,0.3819,0.3152,0.4472
Normal temperature,0.4801,0.4077,0.3904,0.5287,0.6
Design temperature,0.6293,0.3674,0.603,0.5808,0.6768
Condensate temperature,0.6384,0.3313,0.5551,0.6588,0.7198
Normal temperature,0.4801,0.4077,0.3904,0.5287,0.6
Design temperature,0.6293,0.3674,0.603,0.5808,0.6768
Minimum pressure,0.3246,0.3791,0.3629,0.3371,0.2732
Normal pressure,0.2635,0.3077,0.1768,0.2979,0.414
Design pressure,0.3904,0.2279,0.3819,0.3152,0.4472
Dew point temperature,0.6452,0.3296,0.6312,0.6839,0.6864
Actuator pressure,0.3651,0.2132,0.3062,0.4792,0.6275
Oil content,0.5809,0.2261,0.6495,0.8341,0.3803
Maximum particle size,0.3928,0.5606,0.488,0.5287,0.4857
Maximum solid content,0.4495,0.4199,0.603,0.6897,0.5002
Other liquid content,0.639,0.2665,0.7655,0.8109,0.5379
Toxic gas/ Vapor content,0.4607,0.1956,0.5151,0.8118,0.521
Corrosive gas/ vapor content,0.3795,0.2015,0.3858,0.6409,0.4292
Flammable gas/ vapor content,0.3727,0.4787,0.3333,0.6019,0.6343
Obnoxious gas/ vapor content,0.345,0.1612,0.3858,0.6687,0.4066
Normal temperature,0.4801,0.4077,0.3904,0.5287,0.6
Design temperature,0.6293,0.3674,0.603,0.5808,0.6768
Normal pressure,0.2635,0.3077,0.1768,0.2979,0.414
Design pressure,0.3904,0.2279,0.3819,0.3152,0.4472
Oil content,0.5809,0.2261,0.6495,0.8341,0.3803
Other liquids content,0.6293,0.2624,0.7538,0.7985,0.5591
Toxic gas/ vapor content,0.4607,0.1956,0.5151,0.8118,0.521
Corrosive gas/vapor content,0.3795,0.2015,0.3858,0.6409,0.4292
Flammable gas/vapor content,0.3727,0.4787,0.3333,0.6019,0.6343
Obnoxious gas/ vapor content,0.345,0.1612,0.3858,0.6687,0.4066
Design temperature,0.6293,0.3674,0.603,0.5808,0.6768
Normal pressure,0.2635,0.3077,0.1768,0.2979,0.414
Design pressure,0.3904,0.2279,0.3819,0.3152,0.4472
N2 content,0.5809,0.0754,0.5774,0.7819,0.3381
O2 content,0.5521,0.0806,0.5401,0.7802,0.3614
CO2 content,0.501,0.0731,0.4901,0.7586,0.328
Water content,0.6606,0.1928,0.6155,0.8002,0.5766
Oil content,0.5809,0.2261,0.6495,0.8341,0.3803
Normal temperature,0.4801,0.4077,0.3904,0.5287,0.6
Design temperature,0.6293,0.3674,0.603,0.5808,0.6768
Normal pressure,0.2635,0.3077,0.1768,0.2979,0.414
Design pressure,0.3904,0.2279,0.3819,0.3152,0.4472
pH level,0.3114,0.3636,0.1741,0.1886,0.3568
Hardness,0.2449,0.1907,0.2739,0.2638,0.5345
Ferum content ,0.6086,0.2843,0.5443,0.6881,0.4383
Conductivity level ,0.6233,0.4479,0.6969,0.697,0.5022
Chloride content,0.568,0.2412,0.6351,0.7507,0.4733
Silica (as SiO2) content,0.4491,0.3337,0.5934,0.7583,0.4811
Supply minimum temperature,0.5,0.506,0.4845,0.5384,0.5019
Supply normal temperature,0.47,0.4644,0.3638,0.5256,0.6154
Supply maximum temperature,0.4333,0.506,0.3727,0.4576,0.5674
Supply design temperature,0.5902,0.4307,0.5361,0.566,0.6761
Supply normal pressure,0.2725,0.3636,0.1741,0.3143,0.4332
Supply design pressure,0.3727,0.3046,0.3333,0.3311,0.4636
Return maximum temperature,0.4802,0.3855,0.4363,0.4848,0.5305
Return design temperature,0.6085,0.2992,0.5729,0.569,0.608
Return normal pressure,0.3581,0.2509,0.2802,0.3759,0.4219
Return design pressure,0.4568,0.2052,0.4321,0.3973,0.46
Carbon dioxide removal,0.3012,0.402,0.433,0.4865,0.4789
Hydrogen Sulphide removal,0.4134,0.4828,0.416,0.4007,0.5413
Design Case,0.414,0.3223,0.4629,0.4458,0.5421
Feed gas flow,0.2667,0.4671,0.2236,0.2154,0.5237
Feed gas Pressure,0.3491,0.3058,0.244,0.2115,0.5429
Feed gas Temperature,0.5449,0.4091,0.4352,0.4401,0.7135
Feed gas Composition,0.4243,0.3853,0.527,0.6472,0.4938
Molecular weight,0.4146,0.4842,0.3974,0.4784,0.5041
Mercury,0.3443,0.402,0.1925,0.2085,0.169
Water,0.4619,0.2697,0.3873,0.4663,0.6047
Unit Turndown,0.4404,0.0643,0.6155,0.6668,0.3964
Design life,0.483,0.4835,0.6172,0.4458,0.4066
Adsorbent type,0.6888,0.3656,0.6301,0.708,0.7379
Outlet composition,0.4669,0.2478,0.5695,0.7542,0.4168
pH,0.0,0.0,0.0,0.1474,0.1195
Chemical Oxygen Demand,0.4734,0.5528,0.4811,0.5213,0.5353
Oil and Grease,0.3873,0.4523,0.433,0.4692,0.6339
Permeate gas flow,0.4307,0.503,0.301,0.4348,0.6344
CO2 content,0.501,0.0731,0.4901,0.7586,0.328
Permeate gas pressure,0.4178,0.3252,0.2725,0.3374,0.5698
Retentate gas flow,0.6128,0.3853,0.527,0.6472,0.7098
CO2 content,0.501,0.0731,0.4901,0.7586,0.328
Retentate gas pressure,0.5667,0.2725,0.4472,0.5115,0.6547
Hydrocarbon loss,0.1549,0.2412,0.1732,0.3336,0.3043
Membrane dP,0.345,0.4029,0.3086,0.3344,0.4969
Feed gas solid particle ,0.4303,0.5025,0.5292,0.5213,0.7325
Feed gas liquid droplets,0.4134,0.4345,0.5547,0.4341,0.7308
Separation efficiency of solid particles at identified size,0.5951,0.5405,0.7392,0.7475,0.5952
Separation efficiency of liquid droplets at identified size,0.6076,0.5322,0.7737,0.7361,0.6077
Feed gas chloride removal,0.3503,0.5,0.3482,0.3458,0.5861
Feed gas arsenic removal,0.3937,0.5058,0.3522,0.4134,0.5929
Feed liquid chloride removal,0.3698,0.5103,0.4886,0.38,0.5281
Feed water to Reverse Osmosis (RO) hydrocarbon content,0.5177,0.3023,0.4755,0.5823,0.5084
Feed water to Reverse Osmosis (RO) solid particle,0.4695,0.3814,0.4793,0.511,0.5746
Treated water (permeate)  total dissolved solids (TSS) from RO,0.5032,0.3721,0.5438,0.5689,0.7576
Treated water (permeate) chloride and arsenic compound from RO,0.4874,0.3925,0.5074,0.6108,0.6602
Flowrate ,0.3651,0.4264,0.3062,0.4423,0.5379
Hydrocarbon dew point at specified pressure,0.5217,0.3772,0.5833,0.6421,0.6181
Gross Heating Value (GHV),0.3443,0.3015,0.3368,0.417,0.4789
Specific Gravity,0.4845,0.503,0.6019,0.6522,0.3525
Capacity,0.3727,0.4352,0.4167,0.6621,0.488
Flowrate,0.3651,0.4264,0.3062,0.4423,0.5379
Pressure,0.276,0.1612,0.1543,0.1672,0.3614
Methanol content,0.6029,0.2708,0.5703,0.7865,0.5161
Acetone and Aldehyde content,0.6391,0.3731,0.6171,0.7038,0.7227
Acidity,0.5164,0.5025,0.7698,0.695,0.5071
Acetone,0.6025,0.3015,0.4811,0.695,0.5634
Ethanol,0.488,0.3419,0.4364,0.6305,0.575
Appearance/ hydrocarbon,0.2951,0.3446,0.2474,0.5064,0.5071
Carbonisable substance,0.3464,0.3146,0.3443,0.5284,0.5292
Colour in Methanol,0.3545,0.3548,0.3963,0.6134,0.3646
Distillation @ 760 mmHg ,0.3904,0.4558,0.6547,0.6305,0.4792
Non volatile content,0.571,0.2667,0.5959,0.7993,0.4486
Permanganate time,0.5756,0.4654,0.5446,0.6794,0.6377
Specific gravity,0.4845,0.503,0.6019,0.6522,0.3525
Water content,0.6606,0.1928,0.6155,0.8002,0.5766
Characteristic ,0.3904,0.2849,0.491,0.6305,0.4792
Pressure,0.276,0.1612,0.1543,0.1672,0.3614
Temperature,0.5634,0.329,0.441,0.5005,0.6271
Total sulphur,0.2434,0.2132,0.2722,0.4423,0.5976
Number of beds,0.3227,0.3015,0.2887,0.2606,0.3803
Type of catalyst,0.6325,0.5539,0.5303,0.7236,0.6901
Catalyst lifetime,0.66,0.6606,0.6852,0.7233,0.6789
Bed pressure drop,0.2697,0.1575,0.2513,0.2178,0.5002
Spent Adsorbent Weight,0.6455,0.2513,0.6736,0.7298,0.6761
Ethane product recovery,0.5774,0.3146,0.4734,0.5906,0.5543
Propane product recovery,0.3865,0.2462,0.3143,0.5108,0.437
Butane product recovery,0.5242,0.2825,0.4508,0.5862,0.5544
Condensate product recovery,0.5289,0.2702,0.4805,0.614,0.5627
C1 content,0.5521,0.0806,0.5401,0.7802,0.3614
C2 content,0.5521,0.0806,0.5401,0.7802,0.3614
C3 content,0.5521,0.0806,0.5401,0.7802,0.3614
CO2 content,0.501,0.0731,0.4901,0.7586,0.328
Water dewpoint,0.5923,0.2767,0.6623,0.7175,0.6592
Pressure,0.276,0.1612,0.1543,0.1672,0.3614
Temperature,0.5634,0.329,0.441,0.5005,0.6271
Vapor Pressure @38 degC,0.2697,0.2099,0.201,0.2904,0.5002
C2 content,0.5521,0.0806,0.5401,0.7802,0.3614
C3 content,0.5521,0.0806,0.5401,0.7802,0.3614
C4 content,0.5521,0.0806,0.5401,0.7802,0.3614
C5+ content,0.5521,0.0806,0.5401,0.7802,0.3614
Total olefins content,0.6026,0.3079,0.6316,0.8212,0.5424
Corrosive compound,0.1798,0.1575,0.2513,0.4356,0.2354
Volatile sulphur content,0.5179,0.3257,0.5345,0.7078,0.5999
Hydrogen sulphide content,0.63,0.3219,0.6603,0.6996,0.5671
Water content,0.6606,0.1928,0.6155,0.8002,0.5766
Pressure,0.276,0.1612,0.1543,0.1672,0.3614
Temperature,0.5634,0.329,0.441,0.5005,0.6271
Vapor Pressure @38 degC,0.2697,0.2099,0.201,0.2904,0.5002
C3 content,0.5521,0.0806,0.5401,0.7802,0.3614
i-C4 content,0.6,0.1557,0.6708,0.8614,0.3491
n-C4 content,0.5331,0.0692,0.5298,0.7654,0.3102
i-C5+ content,0.6,0.1557,0.6708,0.8614,0.3491
Total olefins content,0.6026,0.3079,0.6316,0.8212,0.5424
Corrosive compound,0.1798,0.1575,0.2513,0.4356,0.2354
Volatile sulphur content,0.5179,0.3257,0.5345,0.7078,0.5999
Hydrogen sulphide content,0.63,0.3219,0.6603,0.6996,0.5671
Water content,0.6606,0.1928,0.6155,0.8002,0.5766
Pressure,0.276,0.1612,0.1543,0.1672,0.3614
Temperature,0.5634,0.329,0.441,0.5005,0.6271
Reid Vapor Pressure (RVP),0.2415,0.2015,0.2315,0.2786,0.4066
Adsorbent type,0.6888,0.3656,0.6301,0.708,0.7379
Number of vessels,0.3478,0.3482,0.2222,0.2408,0.3578
Adsorbent lifetime,0.646,0.5222,0.7222,0.6822,0.6506
Adsorbent type,0.6888,0.3656,0.6301,0.708,0.7379
Number of vessels,0.3478,0.3482,0.2222,0.2408,0.3578
Adsorbent lifetime,0.646,0.5222,0.7222,0.6822,0.6506
Refrigerant type,0.6712,0.4479,0.5897,0.6195,0.5022
Refrigerant composition,0.4949,0.3556,0.5959,0.7379,0.3738
Refrigerant pressure,0.4256,0.2899,0.3569,0.3723,0.4179
Refrigerant evaporated temperature,0.5435,0.3702,0.4811,0.5486,0.6523
Make up flowrate,0.426,0.5685,0.2722,0.4423,0.6375
Storage type,0.6667,0.3892,0.5217,0.6461,0.6547
Storage hold up,0.2667,0.2335,0.2981,0.4307,0.6547
Number of storage,0.3944,0.329,0.315,0.455,0.4426
Storage pressure,0.3596,0.2099,0.2513,0.3267,0.5002
Storage temperature,0.5449,0.3182,0.4352,0.5344,0.6625
Product transfer rate,0.4436,0.2354,0.4508,0.5862,0.66
Product transfer pressure,0.3636,0.193,0.3326,0.4272,0.5411
Product transfer temperature,0.5035,0.2767,0.4636,0.574,0.6592
Storage type,0.6667,0.3892,0.5217,0.6461,0.6547
Storage hold up,0.2667,0.2335,0.2981,0.4307,0.6547
Number of storage,0.3944,0.329,0.315,0.455,0.4426
Storage pressure,0.3596,0.2099,0.2513,0.3267,0.5002
Storage temperature,0.5449,0.3182,0.4352,0.5344,0.6625
Product transfer rate,0.4436,0.2354,0.4508,0.5862,0.66
Product transfer pressure,0.3636,0.193,0.3326,0.4272,0.5411
Product transfer temperature,0.5035,0.2767,0.4636,0.574,0.6592
Storage type,0.6667,0.3892,0.5217,0.6461,0.6547
Storage hold up,0.2667,0.2335,0.2981,0.4307,0.6547
Number of storage,0.3944,0.329,0.315,0.455,0.4426
Storage pressure,0.3596,0.2099,0.2513,0.3267,0.5002
Storage temperature,0.5449,0.3182,0.4352,0.5344,0.6625
Product transfer rate,0.4436,0.2354,0.4508,0.5862,0.66
Product transfer pressure,0.3636,0.193,0.3326,0.4272,0.5411
Product transfer temperature,0.5035,0.2767,0.4636,0.574,0.6592
Foaming,0.1952,0.4558,0.3273,0.4729,0.1917
Product Off-spec,0.2202,0.1928,0.2462,0.4446,0.4324
Corrosion,0.1252,0.0731,0.21,0.4046,0.041
Excessive Heat Stable Salt,0.5284,0.3993,0.4518,0.502,0.6919
Hydrocarbon co-absorption,0.2394,0.1997,0.3059,0.5524,0.3134
Absorber flooding,0.2025,0.2957,0.2831,0.368,0.3315
Amine Loss,0.3114,0.4545,0.3482,0.4401,0.4077
High amine lean loading ,0.3807,0.489,0.5108,0.5534,0.4486
Absorber liquid channelling,0.3616,0.4222,0.4851,0.5256,0.426
Regen column high DP,0.3615,0.3015,0.4041,0.4587,0.3381
Gasketed Plate HE leaking,0.6211,0.5238,0.5015,0.5294,0.7228
Sudden pressure surge,0.3078,0.1597,0.2677,0.1933,0.4926
Liquid water carryover to membrane,0.5035,0.4842,0.4967,0.5501,0.5429
Membrane damage,0.3195,0.4797,0.2552,0.2949,0.5379
Reverse flow ,0.3554,0.3459,0.1987,0.1913,0.3102
High feed gas flow,0.2692,0.4401,0.301,0.2609,0.4229
Low membrane differential pressure,0.4983,0.5172,0.4642,0.4695,0.5437
High membrane differential pressure,0.5115,0.503,0.5116,0.4783,0.5111
Low feed gas temperature,0.5273,0.4398,0.4211,0.4562,0.715
High feed gas temperature,0.5371,0.4181,0.4804,0.4627,0.6563
Product off-spec,0.2202,0.1928,0.2462,0.4446,0.4324
High hydrocarbon loss,0.1746,0.2548,0.244,0.3525,0.2571
Premature moisture breakthrough,0.459,0.335,0.3849,0.4634,0.5259
Molecular sieve breakthrough from bottom bed,0.4297,0.4181,0.3736,0.4627,0.5157
Regeneration Off-gas compressor high suction/ discharge temperature,0.4862,0.3663,0.491,0.608,0.5339
Switching valve failure,0.4364,0.5096,0.5367,0.5639,0.4857
Spike of high temperature at start of run,0.5738,0.3959,0.5541,0.674,0.6488
Insufficient loaded adsorbent,0.5289,0.4247,0.7023,0.6941,0.6709
Sequence trip,0.6086,0.2843,0.5443,0.5898,0.4781
High Differential Pressure across Dehydrator Unit Bed,0.5164,0.4175,0.5996,0.5614,0.6501
High Differential Pressure across Mercury Removal Unit Bed,0.4883,0.4825,0.504,0.5157,0.5533
High Differential Pressure across MRU Post Filter,0.4442,0.4199,0.4966,0.5295,0.5401
Mercury Breakthrough,0.382,0.347,0.2373,0.3085,0.3335
Short life-span of MRU Adsorbent,0.383,0.3659,0.4282,0.5623,0.5698
Chloride leaching (applicable for Ionic Liquid type only),0.4593,0.5587,0.5777,0.6646,0.4511
High DP across cold box,0.0449,0.1575,0.201,0.3267,0.3825
CO2 freezing,0.4472,0.3482,0.4167,0.4815,0.1952
Hydrate formation,0.527,0.4924,0.5893,0.681,0.5866
High DP across column tray,0.2657,0.362,0.3466,0.5364,0.4928
Chloride corrosion ,0.2067,0.1931,0.3236,0.4341,0.1895
High compressor discharge pressure,0.2595,0.2424,0.2611,0.3143,0.3737
High process side temperature,0.5085,0.334,0.4975,0.5133,0.5826
Inadequate refrigerant flow to Chiller,0.5534,0.4924,0.5893,0.6384,0.6038
High CO2 specification,0.3629,0.3296,0.541,0.6839,0.264
C2 offspecification,0.3396,0.3965,0.4746,0.6513,0.2779
C3 offspecification,0.3396,0.3965,0.4746,0.6513,0.2779
C4 offspecification,0.3396,0.3965,0.4746,0.6513,0.2779
C5 offspecification,0.3396,0.3965,0.4746,0.6513,0.2779
Low C2 recovery,0.3464,0.3371,0.1936,0.3264,0.189
Low C3 recovery,0.3464,0.3371,0.1936,0.3264,0.189
Low C4 recovery,0.3464,0.3371,0.1936,0.3264,0.189
High DP across column tray,0.2657,0.362,0.3466,0.5364,0.4928
Glycol loss,0.1155,0.3371,0.0645,0.1865,0.189
High convection temperature in furnace,0.5999,0.3655,0.6124,0.7583,0.4781
Feedstock and Market Study,0.6403,0.4838,0.5895,0.5779,0.8136
Site Selection,0.6713,0.3618,0.6928,0.7089,0.5071
Conceptual Development Plan,0.488,0.3799,0.4364,0.6568,0.6389
Carbon Footprint Assessment (CFA) Screening,0.4889,0.3262,0.4946,0.6956,0.4877
Technology Screening,0.5943,0.347,0.522,0.6513,0.3057
Solicitation of Interest (SOI),0.5519,0.3392,0.7145,0.7976,0.4374
Request for Information (RFI),0.4333,0.3892,0.5217,0.5922,0.3273
Technology Provider Selection Screening Criteria,0.6068,0.3886,0.6346,0.7113,0.4357
Opportunity Framing,0.4714,0.3853,0.5798,0.7614,0.3703
Preliminary Economics Analysis,0.4564,0.6041,0.5103,0.6389,0.3785
Strategic Fit Assessment (SFA),0.4818,0.364,0.507,0.5722,0.6123
Technology Selection,0.6202,0.3862,0.5547,0.7012,0.406
Technology Readiness Assessment (TRA),0.557,0.3844,0.5095,0.5929,0.6298
Request for Proposal (RFP),0.2169,0.2533,0.1617,0.3504,0.4024
Utility Requirement and Adequacy Check,0.6924,0.5598,0.6848,0.6882,0.6625
Design Basis (DB),0.2582,0.2412,0.4619,0.3336,0.4733
Equipment List,0.6516,0.415,0.7285,0.7175,0.5429
Plot Plan,0.2236,0.2611,0.25,0.5417,0.488
Process Flow Diagram,0.1519,0.4139,0.2265,0.368,0.4972
Cost Estimates,0.5466,0.2901,0.5556,0.6421,0.6181
Operation Philosophy,0.3629,0.3296,0.4058,0.6187,0.3432
Heat Material Balance,0.4426,0.5169,0.4124,0.566,0.7003
Carbon Footprint Assessment (CFA),0.426,0.3198,0.4423,0.6881,0.5379
Production and Consumption,0.3333,0.1557,0.5217,0.7268,0.4364
Feedstock Requirement,0.6617,0.4091,0.5658,0.5344,0.5351
"Waste, Effluent and Emission Summary",0.5451,0.5695,0.5453,0.5792,0.6198
Operating Pressure,0.4495,0.2624,0.402,0.5082,0.5002
Operating Temperature,0.5963,0.3482,0.5417,0.6621,0.6343
Volumetric Flowrate,0.4392,0.4558,0.4364,0.5517,0.5111
Mass Flowrate,0.2582,0.4523,0.2165,0.3649,0.5916
Natural Gas Carbon Number,0.2556,0.2985,0.2449,0.4718,0.502
Natural Gas / Fuel Gas Heating Value,0.3558,0.4474,0.3366,0.4642,0.6809
Plant Nameplate Capacity,0.4919,0.4978,0.4766,0.7415,0.7084
Plant Annual Production,0.332,0.2584,0.4536,0.7149,0.5795
Catalyst life,0.5477,0.6396,0.5443,0.6389,0.6773
Pressure drop,0.2108,0.1231,0.1768,0.2128,0.414
Natural Gas Consumption (Flow Based),0.3178,0.3711,0.3909,0.616,0.645
Natural Gas Consumption (Energy Based),0.497,0.4097,0.4903,0.6611,0.6507
Specific Natural Gas Consumption,0.3785,0.3684,0.4937,0.7387,0.5163
Specific Power Consumption,0.3865,0.2872,0.4714,0.681,0.299
Specific Steam Consumption,0.4568,0.3693,0.55,0.7378,0.437
Specific Net Energy Consumption (SNEC),0.6136,0.3582,0.6002,0.7433,0.3682
Steam/Carbon ratio,0.3904,0.3419,0.4364,0.6699,0.575
Methane Slippage,0.5164,0.4824,0.4619,0.5838,0.6423
Reformer design Tube Life,0.5371,0.4599,0.5204,0.4337,0.4454
Reformer actual Tube Life,0.4747,0.5117,0.4082,0.4718,0.5737
Excess O2,0.3114,0.1818,0.1741,0.2515,0.3058
Excess Air ratio,0.4216,0.3693,0.4714,0.5533,0.5175
Furnace Chamber Draught,0.2823,0.3296,0.2705,0.3908,0.5544
Stack Emission,0.4507,0.3948,0.504,0.5915,0.4057
Gas/Air Ratio,0.2254,0.329,0.378,0.5005,0.4795
CO Slippage,0.2236,0.3482,0.25,0.4815,0.4392
CO2 Slippage,0.2236,0.3482,0.25,0.4815,0.4392
"CO2 Product Specification (CO2, H2 and inerts)",0.4346,0.2687,0.6002,0.7845,0.5021
CO2 Product Specification (Total Sulphur),0.3689,0.277,0.5009,0.7236,0.5693
Total CO and CO2 Slippage,0.3266,0.3337,0.4108,0.6923,0.6682
H2/N2 ratio,0.3904,0.2279,0.5455,0.7093,0.3833
Synthesis loop pressure,0.4256,0.2899,0.3569,0.4296,0.4179
Ammonia Product Specification,0.3843,0.4114,0.5729,0.7759,0.5032
Ammonia Product Specification ,0.3843,0.4114,0.5729,0.7759,0.5032
Treated Condensate Conductivity,0.7001,0.327,0.7828,0.8368,0.7334
Operating Pressure,0.4495,0.2624,0.402,0.5082,0.5002
Operating Pressure (Vacuum),0.3766,0.3079,0.3369,0.4866,0.5424
Volumetric Flowrate,0.4392,0.4558,0.4364,0.5517,0.5111
Mass Flowrate,0.2582,0.4523,0.2165,0.3649,0.5916
Operating Temperature,0.5963,0.3482,0.5417,0.6621,0.6343
Pressure drop,0.2108,0.1231,0.1768,0.2128,0.414
NH3/CO2 ratio,0.3114,0.1818,0.4352,0.6916,0.3058
H2O/CO2 ratio,0.2,0.1557,0.2981,0.5384,0.2619
Oxygen Concentration in Carbon Dioxide Feed,0.5674,0.3568,0.6587,0.7402,0.4429
Urea Concentration,0.5237,0.2548,0.5367,0.7754,0.4857
Carbon Dioxide Concentration,0.4564,0.2487,0.6124,0.7618,0.4383
Urea Product specification,0.4382,0.3411,0.5715,0.7372,0.5737
Urea Product specification,0.4382,0.3411,0.5715,0.7372,0.5737
Plant Nameplate Capacity,0.4919,0.4978,0.4766,0.7415,0.7084
Plant Annual Production,0.332,0.2584,0.4536,0.7149,0.5795
Specific Ammonia Consumption,0.3444,0.4022,0.4901,0.708,0.328
Specific CO2 Consumption,0.3254,0.2533,0.4446,0.6716,0.2367
Plant Nameplate Capacity,0.4919,0.4978,0.4766,0.7415,0.7084
Plant Annual Production,0.332,0.2584,0.4536,0.7149,0.5795
Urea granule size,0.3975,0.4062,0.3333,0.3612,0.5205
Urea granule size distribution,0.5124,0.374,0.6445,0.6207,0.5661
Urea Granule Product Specification,0.4472,0.383,0.5333,0.6982,0.6051
Urea Granule Product Specification,0.4472,0.383,0.5333,0.6982,0.6051
Urea Granule Product Specification,0.4472,0.383,0.5333,0.6982,0.6051
Crushing strength,0.4392,0.114,0.491,0.5517,0.3514
Urea and ammonia emission,0.339,0.4751,0.4549,0.5476,0.4883
Specific Urea formaldehyde (UF) Consumption,0.4552,0.5315,0.5089,0.6054,0.5434
Specific Power Consumption,0.3865,0.2872,0.4714,0.681,0.299
Specific Steam Consumption,0.4568,0.3693,0.55,0.7378,0.437
Plant Nameplate Capacity,0.4919,0.4978,0.4766,0.7415,0.7084
Plant Annual Production,0.332,0.2584,0.4536,0.7149,0.5795
Natural Gas Carbon Number,0.2556,0.2985,0.2449,0.4718,0.502
Natural Gas / Fuel Gas Lower Heating Value (LHV),0.3492,0.4622,0.3123,0.4324,0.6401
Operating Pressure,0.4495,0.2624,0.402,0.5082,0.5002
Operating Temperature,0.5963,0.3482,0.5417,0.6621,0.6343
Catalyst life,0.5477,0.6396,0.5443,0.6389,0.6773
Pressure drop,0.2108,0.1231,0.1768,0.2128,0.414
Specific Net Energy Consumption (SNEC),0.6136,0.3582,0.6002,0.7433,0.3682
Reformer design Tube Life,0.5371,0.4599,0.5204,0.4337,0.4454
Reformer actual Tube Life,0.4747,0.5117,0.4082,0.4718,0.5737
Steam/Carbon ratio,0.3904,0.3419,0.4364,0.6699,0.575
Furnace Chamber Draught,0.2823,0.3296,0.2705,0.3908,0.5544
Excess O2,0.3114,0.1818,0.1741,0.2515,0.3058
Gas specification,0.3904,0.3989,0.5455,0.7093,0.4472
Stoichiometric Number,0.5026,0.3424,0.6088,0.6765,0.329
